Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate
2019,356,105024,105024,,119-121 Howard Street NORTH MELBOURNE 3051,North Melbourne,1920,2015,1,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.95367,-37.80423
2019,2535,615085,615085,,14 Barnett Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93233,-37.79058
2019,2518,614850,614850,,60 McConnell Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92849,-37.79190
2019,347,100463,100463,,49 Arden Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94936,-37.80118
2019,555,559222,559222,,30 Bateman Road KENSINGTON VIC 3031,Kensington,2000,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91821,-37.79515
2019,559,580975,580975,,18 Rourke Lane KENSINGTON VIC 3031,Kensington,2003,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91706,-37.79311
2019,405,106616,106616,,24 Miller Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94680,-37.80553
2019,334,593687,593687,,672-674 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,,,,,,144.94505,-37.80234
2019,790,589454,589454,,286-292 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,2010,,2,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.90625,-37.82561
2019,352,106691,106691,,90 Molesworth Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94737,-37.79656
2019,67,105677,105677,Golden Nugget,117-121 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1912,1992,3,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,,144.96890,-37.81079
2019,927,106414,106414,Elderly Chinese Home,125-133 Manningham Street PARKVILLE 3052,Parkville,1991,2013,2,Institutional Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,8,TRUE,144.94037,-37.78384
2019,2543,615707,615707,,65 Collett Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93333,-37.79224
2019,1013,573492,573492,,1-15 Laurens Street WEST MELBOURNE 3003,West Melbourne (Industrial),1960,,2,Workshop/Studio,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,TRUE,144.94077,-37.80519
2019,333,107736,107736,,13 Provost Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94731,-37.80222
2019,2528,616013,616013,,20 Pridham Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93063,-37.78930
2019,424,101914,101914,,5 Chetwynd Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95174,-37.80626
2019,559,580962,580962,,188 Stockmans Way KENSINGTON VIC 3031,Kensington,2003,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91740,-37.79316
2019,18,103914,103914,,31-35 Flinders Lane MELBOURNE 3000,Melbourne (CBD),1910,,5,Office,Low level of accessibility,All entrances have steps,1,10,,144.97329,-37.81490
2019,415,573787,573787,,43-47 Ireland Street WEST MELBOURNE 3003,West Melbourne (Residential),2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94460,-37.80758
2019,525,106332,106332,,541 MacAulay Road KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92805,-37.79440
2019,867,107353,107353,,42 Park Place SOUTH YARRA VIC 3141,South Yarra,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98555,-37.83958
2019,57,101213,101213,,134-144 Bourke Street MELBOURNE 3000,Melbourne (CBD),1969,2009,14,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,50,TRUE,144.96884,-37.81202
2019,2524,618523,618523,Kensington Station,Kensington Station 205 Bellair Street KENSINGTON VIC 3031,Kensington,1900,1970,1,Transport,High level of accessibility,Main Entrance has ramp,3,,FALSE,144.93053,-37.79378
2019,862,102498,102498,Entrecote,131-133 Domain Road SOUTH YARRA VIC 3141,South Yarra,1920,1995,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,FALSE,144.98049,-37.83413
2019,91,107577,107577,,8 Phoenix Lane WEST MELBOURNE 3003,West Melbourne (Residential),1856,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95326,-37.81222
2019,432,101963,101963,,62 Chetwynd Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95248,-37.80652
2019,377,573799,573799,,13 Hotham Place NORTH MELBOURNE 3051,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95313,-37.80047
2019,324,110247,110247,Erin Terrace,14 Wood Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94566,-37.79718
2019,569,105050,105050,,50-52 Howlett Street KENSINGTON VIC 3031,Kensington,1999,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92153,-37.79042
2019,360,107536,107536,,112 Peel Street NORTH MELBOURNE 3051,North Melbourne,1890,,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95661,-37.80552
2019,812,110353,110353,Cityview,49-55 City Road SOUTHBANK VIC 3006,Southbank,1989,2000,4,Office,Low level of accessibility,All entrances have steps,1,0,FALSE,144.96624,-37.82205
2019,561,111085,111085,,81-83 Gatehouse Drive KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91964,-37.79331
2019,753,110607,110607,Quay West Apartments,Quay West Apartments 24-26 Southgate Avenue SOUTHBANK VIC 3006,Southbank,1990,,23,Parking - Private Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.96710,-37.82038
2019,435,101568,101568,Isabella,38 Capel Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95519,-37.80723
2019,525,104815,104815,,14-16 Henry Street KENSINGTON VIC 3031,Kensington,2002,1970,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.92775,-37.79471
2019,33,102131,110666,,394 Collins Street MELBOURNE 3000,Melbourne (CBD),1876,2008,9,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,TRUE,144.96108,-37.81662
2019,2520,616519,616519,,11 Hopetoun Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92698,-37.79191
2019,527,559389,559389,,12-16 Newton Street KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92196,-37.79660
2019,790,613949,613949,,51-65 Wharf Road PORT MELBOURNE VIC 3207,Port Melbourne,2009,,2,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.90888,-37.82707
2019,111,100862,100862,St.James Anglican Old Cathedral,2-24 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),1839,,3,Office,Low level of accessibility,All entrances have steps,1,0,,144.95229,-37.81014
2019,922,570633,570633,,1-9 Park Drive PARKVILLE 3052,Parkville,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95266,-37.79727
2019,2513,615170,615170,,1 Gordon Crescent KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92720,-37.79123
2019,2539,614655,614655,,77 Lambeth Street KENSINGTON VIC 3031,Kensington,1999,,2,House/Townhouse,,,,,,144.93427,-37.79149
2019,928,608415,608415,,59 Parkville Avenue PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94149,-37.77829
2019,331,100475,100475,,95-101 Arden Street NORTH MELBOURNE 3051,North Melbourne,1940,,2,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,,144.94735,-37.80094
2019,759,108634,108634,,455-457 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),1970,2011,9,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.97801,-37.84041
2019,862,104909,104909,,80-82 Hope Street SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97964,-37.83547
2019,523,104389,104389,,29 Gower Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92924,-37.79521
2019,853,501133,501133,,15 Alexandra Avenue SOUTH YARRA VIC 3141,South Yarra,,,4,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98593,-37.82910
2019,2504,617983,617983,,7 Weighbridge Lane KENSINGTON VIC 3031,Kensington,1992,1970,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,FALSE,144.92488,-37.78940
2019,910,107319,107319,,148 Park Drive PARKVILLE 3052,Parkville,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95744,-37.79296
2019,270,664668,104468,Biosciences 2 Building 122,230 Grattan Street PARKVILLE 3010,Parkville,,,3,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96124,-37.79675
2019,529,560411,560411,,22 Anderson Walk KENSINGTON VIC 3031,Kensington,2003,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92045,-37.79696
2019,522,110237,110237,Kensington Turkish Child Care Centre,Kensington Turkish Child Care Centre 6-8 Wolseley Parade KENSINGTON VIC 3031,Kensington,1901,,1,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.93020,-37.79542
2019,815,110389,110389,,256-266 City Road SOUTHBANK VIC 3006,Southbank,,,1,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.95949,-37.82592
2019,365,100954,100954,,12-16 Bedford Street NORTH MELBOURNE 3051,North Melbourne,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95605,-37.80248
2019,855,103654,103654,,15-17 Fairlie Court SOUTH YARRA VIC 3141,South Yarra,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98495,-37.83296
2019,440,102958,102958,Ikebana,130-154 Dudley Street WEST MELBOURNE 3003,West Melbourne (Residential),2016,,,Parking - Private Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,121,,144.95061,-37.80952
2019,434,110120,110120,,480 William Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95426,-37.80621
2019,2516,627188,627188,,14 McConnell Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92835,-37.79019
2019,332,102347,102347,Evelyn Flats,95-97 Curzon Street NORTH MELBOURNE 3051,North Melbourne,,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.94808,-37.80169
2019,370,103486,103486,Milverton,162-164 Errol Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95026,-37.80119
2019,860,107418,107418,Wyndham,20-22 Park Street SOUTH YARRA VIC 3141,South Yarra,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98220,-37.83715
2019,556,578671,578671,,225 Stockmans Way KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91717,-37.79455
2019,2520,616682,616682,,32 Epsom Road KENSINGTON VIC 3031,Kensington,1910,,1,House/Townhouse,,,,,,144.92642,-37.79242
2019,335,557298,557298,,109 Lothian Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94467,-37.80064
